1000539724,0,"['F', 'F']"
233041134,0,"['F', 'F']"
2002020321,0,"['F', 'F']"
2029731020,50.0,"['T', 'F']"
233041134,0,"['F', 'F']"
0,100.0,"['T', 'T']"
